,area,latitude,longitude,bedrooms,bathrooms,balcony,ready_to_move,new_housing,parking,lift,flat_or_individual,furnished_status_Semi-Furnished,furnished_status_Unfurnished
45,10900,19.16703502,72.88127374,2,2,0,1,0,0,0,1,0,1
46,9250,19.0217472077863,72.84346191187021,2,2,0,1,0,0,0,1,0,1
47,1050,19.190380096435547,72.83293151855469,3,2,3,1,0,3,3,1,1,0
48,800,19.2099437,72.83086920000001,2,2,0,1,0,0,0,1,0,1
49,730,19.150981,72.849173,2,2,0,1,0,0,0,1,0,1
50,585,19.1152432,72.8872205,2,2,0,1,0,0,0,1,0,1
51,873,19.180237,72.85541490000001,2,2,0,1,0,0,0,1,0,1
52,803,19.122307,72.89599270000001,2,2,0,1,0,0,0,1,0,1
53,645,19.1485598841526,72.8472660626678,2,2,0,1,1,0,0,1,0,1
54,950,19.122307,72.89599270000001,2,2,0,1,0,0,0,1,0,1
55,844,19.18897247314453,72.82200622558594,2,2,0,1,1,0,0,1,0,0
56,664,19.225278,72.843817,2,2,0,1,0,0,0,1,0,1
57,980,19.28217,72.87654,4,2,0,1,0,0,0,1,1,0
58,1450,19.0472012,72.8722249,3,3,3,1,0,3,3,1,1,0
59,960,19.294895,72.860975,2,2,0,1,0,0,0,1,0,0
60,14860,19.1297376,72.8291555,3,3,3,1,1,3,3,1,0,1
61,790,19.119367599487305,72.86443328857422,2,2,0,1,0,0,0,1,1,0
62,680,19.129737854003903,72.82915496826172,2,2,0,1,0,0,0,0,0,1
63,2700,19.2335321,72.839198,5,4,0,1,1,0,0,1,0,1
64,755,19.227331161499023,72.86373138427734,2,2,0,1,0,0,0,1,1,0
65,650,19.2308654,73.0713733,2,2,0,1,0,0,0,1,0,1
66,1935,19.03731,72.87871,3,4,3,1,0,3,3,1,0,1
67,1070,19.259015,72.854824,2,2,1,1,1,1,1,1,0,1
68,960,19.2308654,73.0713733,2,2,2,1,0,2,2,1,0,1
69,1071,19.273876,72.880675,2,2,3,1,1,3,3,1,1,0
70,1500,19.3785922,72.8275321,2,2,0,1,0,0,0,1,1,0
71,840,19.10796833,72.84174333,2,2,1,1,0,1,1,1,0,1
72,1200,19.070726,72.836127,5,3,0,1,0,0,0,1,1,0
73,22500,19.139475,72.864462,3,4,1,1,1,1,1,1,0,1
74,880,19.1762177,72.8616978,2,2,0,1,0,0,0,1,0,0
75,810,19.1296476,72.83075229999999,2,2,0,1,0,0,0,1,0,1
76,850,19.276650171161,72.85705662867959,2,2,3,1,0,3,3,1,0,1
77,960,19.16434669494629,72.93975830078125,2,2,2,1,0,2,2,1,0,1
78,1420,19.3093926,72.8485939,3,2,0,1,0,0,0,1,0,0
79,1304,19.114625,72.88469599999999,2,2,1,1,0,1,1,1,0,1
80,3350,19.1144281,72.8485233,4,4,4,1,1,4,4,1,0,1
81,1150,19.212281,72.86955490000001,2,2,3,1,1,3,3,1,0,1
82,1020,19.1054406,72.8411208,2,2,0,1,0,0,0,1,0,1
83,1800,19.056339263916016,72.91732025146484,4,3,1,1,0,1,1,1,1,0
84,780,18.9988745,72.854548,2,3,0,1,0,0,0,1,1,0
85,1650,19.2335321,72.839198,3,3,0,1,0,0,0,1,1,0
86,900,19.1297376,72.8291555,2,2,0,1,0,0,0,1,0,1
87,965,19.29490107,72.87389399999999,2,2,3,1,0,3,3,1,0,1
88,900,18.982839584350582,72.83431243896484,2,2,0,1,0,0,0,1,0,0
89,1315,19.025619100000004,72.8594659,3,3,0,1,0,0,0,1,0,1
90,1300,19.051279067993164,72.89051055908203,3,3,0,1,0,0,0,1,0,0
91,1994,19.1297376,72.8291555,3,3,3,1,0,3,3,1,0,1
92,866,19.1629924,72.83930190000001,2,2,0,1,0,0,0,1,0,0
93,792,19.1297376,72.8291555,2,2,0,1,0,0,0,1,1,0
94,1500,19.11932182312012,72.86459350585938,3,3,0,1,0,0,0,0,0,0
95,650,19.07537651062012,72.86631774902344,2,2,2,1,1,2,2,1,0,1
96,1260,19.023906707763672,72.86747741699219,3,3,0,1,0,0,0,1,1,0
97,6000,19.3693345,72.806127,6,5,0,1,0,0,0,1,1,0
98,1000,19.2919956143582,72.8757681043222,2,2,4,1,0,4,4,1,0,1
99,1600,19.0682805,72.82919,3,4,0,1,0,0,0,1,0,1
100,900,19.21339,72.93141999999999,2,2,0,1,0,0,0,1,1,0
101,8500,19.40845861,72.83257283,2,3,3,1,0,3,3,0,0,1
102,1250,19.070864800000003,72.80974300000001,2,2,0,1,0,0,0,1,0,1
103,1270,19.096529,72.851435,3,3,1,1,0,1,1,1,0,1
104,1000,19.234639,73.16113399999999,2,2,0,1,0,0,0,1,1,0
105,1550,19.07072639465332,72.83612823486328,4,4,0,1,1,0,0,1,1,0
106,1340,19.11496951,72.83974962,3,3,0,1,0,0,0,1,0,1
107,1400,19.1032127,72.9275205,2,2,0,1,0,0,0,1,0,1
108,1200,19.10005168,72.88491275,3,2,2,1,0,2,2,1,0,1
109,20700,19.1210474171554,72.9175910576415,3,4,5,1,0,5,5,1,0,1
110,2000,18.925573348999023,72.82421875,4,3,0,1,0,0,0,1,0,0
111,9300,19.10265422,72.88645864,2,2,0,1,0,0,0,1,0,1
112,1100,19.0217472077863,72.84346191187021,2,2,0,1,0,0,0,1,0,1
113,770,19.404825,72.8277573,2,2,1,1,1,1,1,1,0,1
114,1230,19.133352,72.930619,3,2,0,1,0,0,0,1,0,0
115,1409,19.119409561157227,72.86460876464844,3,3,1,1,0,1,1,1,0,0
116,1200,19.184664,72.836473,2,2,2,1,0,2,2,1,0,1
117,1100,19.072772,72.86340600000001,2,2,0,1,0,0,0,1,0,1
118,8500,19.1378673,72.8361027,2,2,0,1,0,0,0,0,0,1
119,10980,19.28217,72.87654,2,2,4,1,0,4,4,1,0,1
120,1100,19.0803614,72.83502709999999,2,2,0,1,0,0,0,1,0,1
121,1200,19.112232,72.841666,2,2,0,1,0,0,0,1,0,1
122,1167,19.07906913757324,72.90797424316406,3,3,0,1,0,0,0,1,0,1
123,886,19.4540588,72.7688226,2,2,3,1,0,3,3,1,0,1
124,740,19.13662,72.93666999999999,2,2,0,1,0,0,0,1,1,0
125,6500,18.95878028869629,72.8228988647461,2,2,2,1,0,2,2,1,0,1
126,1050,19.1420978,72.82372,2,2,0,1,0,0,0,1,0,1
127,781,19.1595755,72.9465747,3,2,2,1,0,2,2,1,0,1
128,1050,19.1654181,72.9667254,2,2,0,1,0,0,0,1,0,1
129,2340,19.004529021432425,72.8311680180356,4,4,0,1,1,0,0,1,1,0
130,1350,18.9398901,72.8275457,3,2,0,1,0,0,0,1,0,1
131,1425,19.2099437,72.83086920000001,3,3,0,1,0,0,0,1,0,0
132,1650,19.0809268951416,72.85089111328125,3,3,3,1,1,3,3,0,1,0
133,1071,19.068051,72.89605,2,2,1,1,1,1,1,1,0,1
134,850,19.204954147338867,72.87061309814453,2,2,0,1,0,0,0,1,0,1
135,685,19.166970000000003,72.83154,2,2,0,1,0,0,0,1,0,0
136,1234,19.081382,72.886193,2,2,0,1,0,0,0,1,0,1
137,650,19.068051,72.89605,2,2,0,1,0,0,0,1,0,1
138,995,19.108097,72.832259,2,2,1,1,0,1,1,1,0,1
139,590,19.1557975,72.8497677,2,2,0,1,0,0,0,1,0,1
140,985,19.1889733,72.8220064,2,2,0,1,0,0,0,1,0,1
141,850,19.18023681640625,72.85541534423828,2,2,0,1,0,0,0,0,1,0
142,830,19.2116046,72.8682509,2,2,0,1,0,0,0,1,0,1
143,995,19.1808676956801,72.939157736659,2,2,0,1,0,0,0,1,0,1
144,1144,19.195988,72.868512,2,2,1,1,0,1,1,1,0,1
145,3000,19.0128986,72.8337765,5,4,0,1,0,0,0,1,0,1
146,5800,19.2783121,72.8580188,2,2,0,1,0,0,0,1,0,1
147,950,18.9542861,72.801325,2,2,0,1,0,0,0,1,0,0
148,1200,19.098821,72.8320717,3,3,2,1,1,2,2,1,0,1
149,935,19.21393394470215,72.85504150390625,2,2,1,1,0,1,1,1,0,0
150,1030,19.30138891,72.87500544,2,3,3,1,0,3,3,1,0,1
151,700,19.090567,72.834885,2,2,0,1,0,0,0,1,0,1
152,11000,19.13605492,72.83612939,2,2,2,1,0,2,2,1,0,1
153,1300,19.1719608695516,72.9417099706178,2,2,0,1,0,0,0,1,0,1
154,2900,19.119213104248047,72.86463165283203,2,2,2,1,0,2,2,1,1,0
155,1080,19.2149599,72.81775490000001,2,2,0,1,0,0,0,1,0,1
156,700,19.1297376,72.8291555,3,2,0,1,0,0,0,1,0,0
157,1200,19.369335174560547,72.8061294555664,2,2,1,1,0,1,1,1,0,1
158,3600,19.13518,72.89869499999999,3,3,1,1,0,1,1,1,0,1
159,1325,19.2273315,72.8637286,2,3,4,1,0,4,4,1,0,1
160,3690,18.9979914777291,72.84242098210171,4,3,0,1,0,0,0,1,0,1
161,1850,19.01997947692871,72.85413360595703,3,3,4,1,0,4,4,1,0,0
162,900,19.4422688,72.79541590000001,2,2,0,1,0,0,0,1,1,0
163,750,19.0307787,72.8207132,2,2,3,1,0,3,3,1,0,1
164,1210,19.119373321533203,72.8637466430664,3,2,0,1,0,0,0,1,0,0
165,1350,19.02814292907715,72.87950134277344,2,2,1,1,0,1,1,1,1,0
166,1060,19.2273315,72.8637286,3,3,0,1,0,0,0,1,0,1
167,680,19.17417907714844,72.87464904785156,2,2,2,1,0,2,2,0,1,0
168,1050,19.129737854003903,72.82915496826172,2,2,1,1,1,1,1,1,0,0
169,900,19.210044860839844,72.81835174560547,2,2,0,1,0,0,0,1,1,0
170,888,18.9457243,72.82376049999999,2,2,0,1,0,0,0,1,0,1
171,900,19.2099437,72.83086920000001,2,3,0,1,0,0,0,1,0,1
172,780,19.04901,72.83223000000001,3,2,0,1,0,0,0,1,1,0
173,1100,19.2076785,72.8384571,2,2,0,1,0,0,0,1,0,1
174,1091,19.1297376,72.8291555,2,2,2,1,0,2,2,1,1,0
175,6400,19.1253747,72.82541579999999,2,2,3,1,1,3,3,1,0,1
176,1350,19.070864800000003,72.80974300000001,3,3,0,1,0,0,0,1,0,1
177,3600,19.21339,72.93141999999999,5,5,1,1,0,1,1,1,0,0
178,1700,19.14781188964844,72.84236145019531,3,3,0,1,0,0,0,1,0,0
179,11360,19.07907,72.907976,2,2,0,1,0,0,0,1,0,1
180,1500,19.1154908,72.87269520000001,3,2,2,1,0,2,2,0,0,1
181,800,19.4540588,72.7688226,2,2,0,1,0,0,0,1,1,0
182,2303,18.99331,72.847938,3,3,0,1,0,0,0,1,0,1
183,2230,19.16989,72.863761,3,3,3,1,0,3,3,1,0,1
184,1084,19.058647,72.879248,2,2,0,1,1,0,0,1,0,1
185,775,19.226466,72.846721,2,2,2,1,1,2,2,1,0,1
186,910,19.07023,72.876903,2,2,0,1,1,0,0,1,0,1
187,1170,19.1451617,72.8201661,2,2,0,1,0,0,0,1,0,1
188,4000,19.110581600000003,72.83265420000001,6,3,0,1,0,0,0,1,0,1
189,750,19.1489315032959,72.84001922607422,2,2,1,1,0,1,1,1,0,0
190,1860,19.168886184692383,72.88127136230469,3,3,0,1,0,0,0,1,0,0
191,800,19.07657,72.82574,2,2,3,1,0,3,3,0,1,0
192,15000,19.07072639465332,72.83612823486328,3,4,0,1,1,0,0,1,0,1
193,503,19.470854,72.80226,2,2,0,1,0,0,0,1,0,1
194,1240,19.119384765625,72.86373138427734,3,3,0,1,0,0,0,1,0,0
195,1100,19.255288,72.872781,2,2,1,1,0,1,1,1,0,1
196,4000,19.28217,72.87654,4,3,2,1,0,2,2,1,0,0
197,1000,19.1297376,72.8291555,2,2,0,1,0,0,0,1,0,1
198,1960,19.1657808,72.934534,3,3,1,1,1,1,1,1,0,1
199,785,19.1550273,72.8850879,2,2,2,1,0,2,2,1,0,1
200,1000,19.0627565,72.8545019,2,2,3,1,0,3,3,1,0,1
201,1086,19.119677300000003,72.9050809,2,2,1,1,1,1,1,1,1,0
202,1160,19.121117,72.883363,4,4,0,1,0,0,0,1,0,1
203,1100,19.0908063,72.90766690000001,3,2,0,1,0,0,0,1,0,1
204,750,19.0908063,72.90766690000001,2,2,0,1,0,0,0,1,0,0
205,920,19.1011094643526,72.8538091109164,3,2,0,1,0,0,0,1,0,1
206,1500,19.2723668,72.861886,3,3,2,1,0,2,2,1,0,1
207,800,19.28217,72.87654,3,2,1,1,0,1,1,1,0,1
208,1116,19.02222,72.866564,3,3,0,1,0,0,0,1,0,0
209,700,19.070726,72.836127,2,2,0,1,0,0,0,1,0,1
210,4600,19.0082903,72.8201324,4,4,2,1,1,2,2,1,1,0
211,700,19.234639,73.16113399999999,2,2,0,1,0,0,0,1,0,1
212,1545,19.111397,72.90142800000001,3,2,1,1,0,1,1,1,0,1
213,800,19.038438,72.84199090000001,2,2,0,1,0,0,0,1,0,1
214,2000,19.127474,72.864047,3,3,0,1,1,0,0,1,0,1
215,1066,19.11469078063965,72.8889389038086,2,2,0,1,0,0,0,1,1,0
216,786,19.0327996,72.89635679999999,2,2,0,1,0,0,0,1,0,1
217,1250,19.11915779113769,72.8641357421875,2,2,0,1,0,0,0,1,0,0
218,1005,19.2050017,72.86927109999999,2,2,0,1,0,0,0,1,1,0
219,925,19.03731,72.87871,2,2,3,1,1,3,3,1,0,1
220,938,19.0595241,72.8410275,2,2,0,1,0,0,0,1,0,1
221,940,19.149901,72.931134,2,2,0,1,1,0,0,1,0,1
222,745,19.1297376,72.8291555,2,2,0,1,0,0,0,1,0,1
223,9800,19.0327996,72.89635679999999,3,2,0,1,0,0,0,1,0,1
224,2325,19.21007722,72.83131677,3,3,0,1,0,0,0,1,0,1
225,2360,19.2052078,72.8633728,4,4,2,1,0,2,2,1,0,1
226,1377,19.14095115661621,72.86495208740234,3,2,0,1,0,0,0,1,0,0
227,1000,19.032798767089844,72.89635467529297,3,3,1,1,1,1,1,1,0,1
228,7500,19.07907,72.907976,2,2,0,1,0,0,0,1,0,1
229,3800,19.28217,72.87654,3,3,0,1,0,0,0,1,0,1
230,1910,19.027682,72.879716,4,4,0,1,0,0,0,1,0,1
231,5350,19.18897247314453,72.82200622558594,2,2,0,1,1,0,0,1,0,0
232,2090,19.152852,72.840615,3,4,2,1,0,2,2,1,0,1
233,1150,19.05634,72.91731999999999,2,3,0,1,0,0,0,1,0,1
234,900,19.13272857666016,72.83527374267578,2,2,1,1,0,1,1,1,1,0
235,1210,19.129387,72.827935,3,3,3,1,0,3,3,1,0,1
236,900,19.3047794,72.8604097,2,2,3,1,0,3,3,1,0,1
237,700,19.209943771362305,72.83087158203125,2,2,2,1,0,2,2,1,1,0
238,1000,19.08110237121582,72.9043960571289,2,2,0,1,0,0,0,1,0,0
239,870,19.39954,72.8604165,2,2,0,1,0,0,0,1,1,0
240,1300,19.07979,72.82658,3,3,0,1,0,0,0,1,1,0
241,650,19.084583,72.839966,2,2,2,1,0,2,2,1,0,1
242,1500,18.962668,72.80278299999999,2,3,0,1,0,0,0,1,1,0
243,1100,19.30477905273437,72.86041259765625,2,2,2,1,0,2,2,1,0,1
244,1000,19.129737854003903,72.82915496826172,2,2,0,1,0,0,0,1,0,1
245,1258,19.0266983,72.85302490000001,2,2,2,1,0,2,2,1,0,1
246,13680,19.264989,72.873387,3,3,1,1,0,1,1,1,0,1
247,627,19.072948,72.904655,2,2,0,1,0,0,0,1,0,1
248,1500,19.0815087,72.8376755,3,3,1,1,1,1,1,1,0,1
249,705,19.180237,72.85541490000001,2,2,0,1,0,0,0,1,0,1
250,900,19.129737854003903,72.82915496826172,2,2,0,1,1,0,0,1,0,0
251,2000,19.2783121,72.8580188,3,3,0,1,0,0,0,1,0,1
252,1400,19.1834039622512,72.9426250028299,3,3,0,1,0,0,0,1,0,1
253,828,19.0307787,72.8207132,3,2,1,1,0,1,1,1,0,1
254,11800,19.1328995,72.8318939,2,2,1,1,0,1,1,1,0,1
255,1200,19.3104714,72.8452862,3,3,0,1,0,0,0,1,0,1
256,3250,18.979386,72.82589499999999,3,4,2,1,1,2,2,1,0,1
257,1200,19.163222,72.849581,3,3,0,1,0,0,0,1,0,1
258,1600,19.3693345,72.806127,2,2,0,1,0,0,0,1,0,1
259,4000,19.138865,72.834731,5,4,0,1,0,0,0,1,0,1
260,1750,19.4613467,72.7770829,2,2,4,1,0,4,4,1,1,0
261,1105,19.1913396666603,72.862262257539,3,3,0,1,0,0,0,1,0,1
262,1070,19.17376056,72.84792205,2,2,0,1,0,0,0,1,0,1
263,730,19.168995,72.953882,2,2,0,1,0,0,0,1,0,1
264,1000,19.156658172607425,72.85655975341797,2,2,0,1,0,0,0,1,0,0
265,1492,19.16938119,72.84454152,3,3,0,1,0,0,0,0,0,1
266,1100,19.14198875427246,72.84905242919922,2,2,0,1,0,0,0,1,0,0
267,820,19.2099437,72.83086920000001,3,2,0,1,0,0,0,1,0,1
268,9150,19.28217,72.87654,2,2,0,1,0,0,0,1,1,0
269,9000,19.2069605,72.879858,2,2,0,1,0,0,0,1,0,1
270,1495,19.2062083,72.87253100000001,3,2,1,1,1,1,1,1,0,1
271,1100,18.984752655029297,72.83906555175781,2,4,2,1,1,2,2,1,0,1
272,50000,19.06738,72.82571999999999,7,7,2,1,0,2,2,1,0,0
273,870,19.3674262994951,72.820708,2,2,0,1,0,0,0,1,0,1
274,2200,19.2335321,72.839198,6,4,0,1,0,0,0,1,0,1
275,1055,19.119060516357425,72.86415100097656,2,2,0,1,0,0,0,1,0,0
276,1385,19.130537,72.82849399999999,3,3,0,1,0,0,0,1,0,1
277,808,19.0899142203998,72.916868452269,2,2,2,1,1,2,2,1,0,1
278,3000,19.07072639465332,72.83612823486328,4,4,4,1,0,4,4,1,1,0
279,20000,19.12022018432617,72.84954071044922,5,2,2,1,0,2,2,1,1,0
280,1600,19.1595755,72.9465747,3,2,0,1,0,0,0,1,0,1
281,900,19.149266,72.833536,2,2,1,1,0,1,1,1,0,1
282,1500,19.1040673,72.91767840000001,3,3,0,1,0,0,0,1,0,1
283,20000,19.1792075,72.9399579,4,3,1,1,0,1,1,1,0,1
284,535,19.1889733,72.8220064,2,2,0,1,0,0,0,1,0,1
285,7000,19.2076785,72.8384571,2,2,0,1,0,0,0,1,0,1
286,835,19.2005,72.83041,2,2,0,1,1,0,0,1,0,1
287,1007,19.107994079589844,72.85406494140625,2,2,0,1,0,0,0,1,0,1
288,855,19.3674262994951,72.820708,2,2,2,1,0,2,2,1,0,1
289,900,19.168476104736328,73.0727767944336,2,2,1,1,1,1,1,1,0,1
290,850,19.118932723999023,72.86396789550781,2,2,0,1,0,0,0,1,0,0
291,1132,19.19175,72.84694,3,3,0,1,0,0,0,0,0,0
292,810,19.1373633,72.8318507,2,2,2,1,0,2,2,1,0,0
293,960,19.167625,72.842016,2,2,0,1,1,0,0,1,0,1
294,855,19.2135509,72.867515,2,2,0,1,0,0,0,1,0,1
295,1020,19.18343,72.858513,2,2,1,1,0,1,1,1,0,1
296,977,19.0327996,72.89635679999999,2,2,3,1,1,3,3,1,0,1
297,750,19.04972,72.90835,2,2,1,1,0,1,1,1,0,1
298,800,19.459599,72.816424,2,2,0,1,0,0,0,1,1,0
299,2205,19.234638214111328,73.1611328125,3,6,3,1,1,3,3,1,1,0
300,930,19.13832092285156,72.81002044677734,2,2,0,1,0,0,0,0,0,0
301,668,19.2335321,72.839198,2,2,0,1,0,0,0,1,1,0
