,area,latitude,longitude,bathrooms,price
117,1045.0,19.285007,72.871962,2.0,8.46
118,1330.0,19.220760345458984,72.85809326171875,2.0,22.1
119,1100.0,19.263496,72.875621,2.0,12.6
120,915.0,19.35926793,72.85687374,2.0,5.58
121,1210.0,19.1629924,72.83930190000001,3.0,23.5
122,961.0,19.1137131,72.86100970000001,3.0,32.0
123,1600.0,19.1629924,72.83930190000001,3.0,38.3
124,1050.0,19.1184266,72.8958535,2.0,17.5
125,900.0,19.191485,72.83739,2.0,14.5
126,1131.0,19.141978,72.812312,2.0,20.1
127,850.0,19.280031,72.883798,2.0,7.2
128,1000.0,19.1859,72.84037,2.0,14.4
129,727.0,19.19038,72.83293,2.0,15.1
130,806.0,19.022622,72.858387,2.0,35.0
131,1750.0,19.006180342037,72.8286779623475,3.0,46.5
132,1500.0,19.204983,72.824373,2.0,15.0
133,910.0,19.1746739,72.94310379999999,2.0,13.6
134,1000.0,19.07907,72.907976,2.0,18.5
135,974.0,19.2834,72.886291,2.0,8.5
136,800.0,19.05861,72.84431,2.0,25.0
137,1316.0,19.046912,72.90759,3.0,60.0
138,1513.0,19.110616,72.856052,3.0,28.0
139,2300.0,19.04094,72.86528100000001,5.0,65.0
140,860.0,19.202279,72.82840999999999,2.0,12.0
141,1914.0,19.0166667,72.8166667,3.0,65.6
142,2303.0,18.99331,72.847938,3.0,50.0
143,1700.0,19.136807,72.930675,3.0,28.9
144,1157.0,19.12998,72.933221,2.0,18.0
145,1500.0,19.0815087,72.8376755,3.0,55.0
146,1050.0,19.12882804870605,72.8330078125,2.0,21.0
147,925.0,19.043911,72.89877800000001,2.0,12.6
148,585.0,19.1746739,72.94310379999999,2.0,9.36
149,1075.0,19.111397,72.90142800000001,2.0,17.5
150,1160.0,19.293649,72.865711,2.0,9.22
151,764.0,19.131688,72.840701,2.0,15.1
152,667.0,19.118157,72.856716,2.0,18.5
153,1030.0,19.123709,72.89286700000001,2.0,19.5
154,1060.0,19.202279,72.82840999999999,2.0,11.9
155,980.0,19.1746739,72.94310379999999,3.0,24.4
156,1670.0,19.1746739,72.94310379999999,3.0,29.0
157,1200.0,19.03731,72.87871,2.0,28.0
158,1250.0,19.133092,72.93475,3.0,22.5
159,1050.0,19.073390300000003,72.8654319,2.0,26.5
160,998.0,19.122307,72.89599270000001,2.0,18.0
161,1156.0,19.0937492,72.922604,2.0,31.0
162,1350.0,19.10919095,72.88469140000001,2.0,20.5
163,1400.0,19.0038320445835,72.8505157603601,3.0,50.0
164,1000.0,19.13832,72.81002,2.0,33.0
165,960.0,19.167625,72.842016,2.0,13.7
166,900.0,19.211561,72.87060799999999,2.0,17.5
167,1900.0,19.0051754,72.8498377,3.0,47.0
168,1100.0,19.1981206009705,72.8781756998955,3.0,16.0
169,1307.0,19.183819,72.86111600000001,2.0,21.0
170,1100.0,19.043911,72.89877800000001,2.0,26.5
171,1200.0,19.08147,72.86251,3.0,35.0
172,1680.0,19.183819,72.86111600000001,3.0,28.5
173,1300.0,19.191119,72.83116,3.0,25.0
174,1050.0,19.11559447,72.90996700000001,2.0,22.0
175,2275.0,19.07907,72.907976,4.0,55.0
176,1360.0,19.1066926049648,72.898956721924,2.0,26.5
177,850.0,19.1297768,72.8330161,2.0,22.5
178,1430.0,19.12238883972168,72.86602783203125,3.0,29.0
179,850.0,19.207601,72.879171,2.0,13.8
180,5250.0,19.1159480538682,72.9011718309236,5.0,100.0
181,1600.0,19.0815087,72.8376755,4.0,80.0
182,1500.0,19.100385665893555,72.8504638671875,3.0,52.5
183,1313.0,19.107616424560547,72.89891815185547,2.0,25.5
184,2500.0,19.043911,72.89877800000001,3.0,61.8
185,1157.0,19.006180342037,72.8286779623475,2.0,38.0
186,1100.0,19.06680489,72.85129455,3.0,48.5
187,1550.0,19.046411,72.91576500000001,3.0,29.0
188,980.0,19.075029373168945,72.90982055664062,2.0,18.0
189,3000.0,19.11740493774414,72.91024780273438,6.0,107.5
190,1100.0,19.155994,72.847275,3.0,21.0
191,955.0,19.02935005594641,72.88030444699154,2.0,18.5
192,1100.0,18.914451599121094,72.82052612304688,2.0,47.0
193,2200.0,19.070726,72.836127,4.0,105.0
194,2700.0,19.107617,72.898917,4.0,56.0
195,915.0,19.217309263073,72.8705672146112,2.0,17.5
196,2000.0,19.1228392525584,72.88452963231741,4.0,38.0
197,875.0,19.166696,72.937422,2.0,14.3
198,880.0,19.20393269,72.82766012,3.0,16.9
199,1200.0,19.158664,72.94725240000001,2.0,17.5
200,1435.0,19.03731,72.87871,2.0,24.2
201,1650.0,19.169705,72.853001,3.0,35.0
202,1046.0,19.0799983,72.8545019,2.0,18.5
203,1104.0,19.149900436401367,72.93113708496094,2.0,15.9
204,1150.0,19.07072639465332,72.83612823486328,2.0,38.5
205,1150.0,19.05634,72.91731999999999,2.0,27.5
206,1800.0,19.0575768,72.8269828,5.0,175.0
207,850.0,18.94813,72.82735,2.0,13.5
208,1850.0,19.057928,72.900514,4.0,49.9
209,850.0,19.2783121,72.8580188,2.0,12.5
210,1250.0,19.1590077,72.86927109999999,2.0,22.0
211,1250.0,19.1590077,72.86927109999999,2.0,22.0
212,1296.0,19.0646382,72.8958265,2.0,19.5
213,1200.0,19.10919095,72.88469140000001,2.0,21.5
214,1150.0,19.01751708984375,72.84711456298828,3.0,28.0
215,1565.0,19.128953,72.9298045,2.0,29.0
216,1150.0,19.1345125,72.86339834,2.0,22.0
217,1755.0,19.191842,72.83458123,4.0,32.5
218,1304.0,19.114625,72.88469599999999,2.0,22.5
219,2175.0,19.122307,72.89599270000001,4.0,48.0
220,1000.0,18.944761,72.793639,3.0,40.0
221,1200.0,19.12418937683105,72.83020782470703,2.0,33.0
222,811.0,19.04267,72.87111,2.0,14.5
223,3500.0,19.098821,72.8320717,5.0,180.0
224,810.0,19.159226,72.932291,2.0,12.0
225,700.0,19.032798767089844,72.89635467529297,2.0,19.0
226,1450.0,19.181124,72.839798,3.0,25.3
227,1296.0,19.149900436401367,72.93113708496094,3.0,18.0
228,2300.0,19.15174,72.832822,4.0,90.0
229,1150.0,19.181124,72.839798,2.0,19.0
230,980.0,19.2081479,72.8784717,2.0,17.0
231,890.0,19.115683,72.90400600000001,2.0,14.4
232,1029.0,19.202228,72.815271,2.0,16.5
233,1400.0,19.07658768,72.86424255,3.0,30.0
234,1136.0,19.07907,72.907976,2.0,22.0
235,998.0,19.122307,72.89599270000001,2.0,18.5
236,4200.0,19.28217,72.87654,5.0,43.1
237,2664.0,19.1739993304821,72.8377218186546,4.0,53.0
238,1026.0,19.2996583333333,72.8704216666667,2.0,9.25
239,740.0,19.11940574645996,72.86394500732422,2.0,15.0
240,1220.0,19.2050017,72.86927109999999,2.0,27.5
241,750.0,19.070470809936523,72.84949493408203,2.0,26.5
242,1050.0,19.13662,72.93666999999999,2.0,20.2
243,1800.0,18.9984209,72.8426858,4.0,70.0
244,840.0,19.04391098022461,72.8987808227539,2.0,26.5
245,1539.0,19.1186637878418,72.85027313232422,3.0,65.0
246,1250.0,19.4540588,72.7688226,2.0,5.6
247,1000.0,19.039151500000003,72.84047029999999,2.0,25.0
248,890.0,19.208398000000003,72.879044,2.0,12.8
249,862.0,19.0495063,72.888042,2.0,20.0
250,1143.0,19.097765,72.916827,2.0,24.0
251,2200.0,19.014213100000003,72.8304421,4.0,69.5
252,1050.0,19.24061584472656,73.09513092041016,2.0,9.0
253,1350.0,19.2539332,72.8672448,3.0,19.0
254,2800.0,19.014287,72.831818,4.0,130.0
255,1091.0,19.119198,72.894366,2.0,22.5
256,1250.0,19.212571,72.87352170000001,3.0,22.5
257,702.0,19.11892318725586,72.86404418945312,2.0,19.5
258,1100.0,19.14724,72.84012,2.0,26.0
259,1120.0,19.11913108825684,72.86412048339844,2.0,16.5
260,2500.0,18.9539068507838,72.795869392867,4.0,115.0
261,1530.0,19.25650405883789,72.85124206542969,3.0,24.0
262,2205.0,19.0175169,72.84711690000002,3.0,70.0
263,2100.0,19.05375289916992,72.89783477783203,3.0,47.5
264,1550.0,19.17100978,72.87098943,2.0,24.0
265,2500.0,18.9652718,72.8179011,4.0,95.0
266,1350.0,19.039152145385746,72.84046936035156,2.0,33.0
267,1800.0,19.12154982,72.85554352,3.0,35.0
268,1080.0,19.119348526000977,72.86434173583984,2.0,29.9
269,1020.0,19.11890983581543,72.86436462402344,2.0,19.5
270,800.0,19.03367042541504,72.8572998046875,2.0,17.0
271,1050.0,19.12842,72.81988,2.0,23.0
272,2000.0,19.160486,72.945419,4.0,36.5
273,1050.0,19.115297,72.839762,2.0,16.5
274,1300.0,19.0786567,72.8378238,2.0,47.5
275,1370.0,19.080942153930664,72.89234161376953,3.0,34.0
276,1500.0,19.119234085083008,72.86463928222656,4.0,29.0
277,815.0,19.119285583496094,72.86461639404297,2.0,38.0
278,960.0,19.16434669494629,72.93975830078125,2.0,15.0
279,2300.0,19.152852,72.840615,3.0,52.5
280,1250.0,18.9457243,72.82376049999999,3.0,42.0
281,1715.0,19.11944580078125,72.86441040039062,2.0,32.5
282,924.0,19.119190216064453,72.86400604248047,2.0,25.9
283,1150.0,19.20999526977539,72.86675262451172,2.0,20.5
284,1090.0,19.196454,72.87059351452841,2.0,17.5
285,712.0,19.146211624145508,72.8534927368164,2.0,13.5
286,1400.0,19.2273315,72.8637286,3.0,30.0
287,951.0,19.092819213867188,72.91316223144531,2.0,25.5
288,1030.0,19.154186,72.946437,2.0,25.0
289,1970.0,19.149089,72.836862,3.0,32.0
290,1650.0,19.21388435363769,72.85501861572266,3.0,16.0
291,1803.0,19.1210474171554,72.9175910576415,3.0,55.3
292,750.0,19.2308654,73.0713733,2.0,5.2
293,1150.0,19.119037628173828,72.86415100097656,2.0,16.5
294,1273.0,19.1384391784668,72.81218719482422,2.0,31.6
295,1605.0,19.0576599036504,72.84696961537479,3.0,33.5
296,800.0,19.225811004638672,73.146484375,2.0,5.0
297,1315.0,19.02222,72.866564,3.0,29.9
298,890.0,19.22585678100586,73.14647674560547,2.0,6.3
299,1650.0,19.3693345,72.806127,3.0,16.0
300,1150.0,19.12998,72.933221,2.0,21.0
301,950.0,19.119272232055664,72.8646011352539,2.0,42.0
302,1100.0,19.234638214111328,73.1611328125,2.0,5.5
303,1350.0,18.963298797607425,72.84329223632812,3.0,45.0
304,1250.0,19.237241,72.84132779999999,2.0,26.0
305,2555.0,19.00897026062012,72.81551361083984,3.0,230.0
306,885.0,19.1654181,72.9667254,2.0,16.4
307,795.0,19.2142355,72.87615140000001,2.0,17.0
308,1017.0,19.16703502,72.88127374,2.0,15.0
309,1090.0,19.11632,72.859021,2.0,26.0
310,1350.0,19.006180342037,72.8286779623475,2.0,39.0
311,850.0,19.2139835357666,72.85508728027344,2.0,14.5
312,634.0,19.136642456054688,72.93113708496094,2.0,15.0
313,811.0,19.119184494018555,72.86463165283203,2.0,14.5
314,1400.0,19.072062439164696,72.89579820902141,3.0,34.5
315,1112.0,19.0815087,72.8376755,2.0,38.5
316,795.0,19.2867077750024,73.0808014999437,2.0,4.3
317,1200.0,19.2056827545166,72.83207702636719,3.0,23.0
318,1600.0,19.11940193176269,72.86446380615234,5.0,62.5
319,750.0,19.1489315032959,72.84001922607422,2.0,20.0
320,925.0,19.1545,72.93119,2.0,14.5
321,920.0,19.058354100000003,72.8802798,2.0,11.0
322,850.0,19.183975,72.85414957732429,2.0,26.0
323,900.0,19.119434356689453,72.86378479003906,2.0,20.0
324,1200.0,19.11931228637696,72.8646469116211,2.0,29.5
325,1155.0,19.119176864624023,72.86361694335938,2.0,23.5
326,1180.0,19.0081756,72.8315419,3.0,37.5
327,820.0,19.1322925,72.8604097,2.0,19.5
328,890.0,19.1746739,72.94310379999999,2.0,16.0
329,1250.0,19.0480326,72.9146963,2.0,27.5
330,1580.0,19.009217,72.853023,4.0,46.5
331,1400.0,18.97607,72.82728,2.0,47.5
332,1000.0,19.242420196533203,72.84773254394531,2.0,15.0
333,1790.0,19.1182727,72.8572813,3.0,45.0
334,925.0,19.0217472077863,72.84346191187021,2.0,33.0
335,2650.0,18.9684355838824,72.82329970316509,4.0,90.0
336,1200.0,19.21404838562012,72.85497283935547,4.0,24.0
337,1100.0,19.05947,73.01675999999999,3.0,42.0
338,685.0,19.1654181,72.9667254,2.0,16.8
339,1500.0,19.226960100000003,72.8537703,3.0,26.0
340,1356.0,19.028728485107425,72.84416198730469,4.0,42.5
341,1080.0,19.05624,72.88755,2.0,27.5
342,2450.0,19.055229,72.83082900000001,4.0,95.0
343,1250.0,18.964489,72.80726999999999,2.0,45.0
344,1100.0,19.21398162841797,72.85509490966797,3.0,9.9
345,2500.0,19.119421005249023,72.86370849609375,3.0,90.0
346,5500.0,19.108097076416016,72.83226013183594,6.0,215.0
347,1400.0,19.2273218,72.8590594,4.0,30.0
348,2000.0,19.11933898925781,72.86448669433594,3.0,90.0
349,960.0,19.11888885498047,72.86404418945312,2.0,24.5
350,1300.0,19.11724090576172,72.85493469238281,4.0,45.0
351,4100.0,19.11931800842285,72.8646469116211,5.0,160.0
352,3200.0,19.119462966918945,72.86380767822266,3.0,110.0
353,5113.0,19.0908063,72.90766690000001,6.0,110.0
354,830.0,19.214054107666016,72.8552017211914,2.0,19.0
355,1100.0,18.994070053100582,72.85102081298828,2.0,16.5
356,1500.0,19.11940574645996,72.86392974853516,3.0,32.0
357,2052.0,19.1590077,72.86927109999999,3.0,42.5
358,620.0,19.28998,72.79180799999999,2.0,3.5
359,638.0,19.149901,72.931134,2.0,20.0
360,650.0,19.15381050109864,72.95048522949219,2.0,13.0
361,535.0,19.0908063,72.90766690000001,2.0,13.9
362,900.0,19.119037628173828,72.8641586303711,2.0,16.0
363,1500.0,19.18023681640625,72.85541534423828,3.0,27.0
364,1585.0,19.157602,72.945243,2.0,32.5
365,900.0,19.08150863647461,72.83767700195312,2.0,30.0
366,979.0,19.0327996,72.89635679999999,2.0,26.0
367,1850.0,19.1771773695655,72.9600928443916,3.0,36.0
368,1725.0,19.110319,72.84085400000001,3.0,55.0
369,2100.0,19.205820083618164,72.83201599121094,3.0,30.0
370,900.0,19.103515625,72.84521484375,2.0,19.0
371,940.0,19.16882705688477,72.93821716308594,2.0,19.5
372,1150.0,19.05968,72.83422,3.0,45.0
373,3150.0,18.996264,72.821022,4.0,115.0
374,1125.0,19.2245918099837,72.8470606183299,2.0,20.5
375,1832.0,19.11197019,72.86248825,3.0,36.3
376,980.0,19.21339,72.93141999999999,2.0,4.6
377,2844.0,19.1137131,72.86100970000001,4.0,130.0
378,900.0,19.14724,72.84012,2.0,21.5
379,850.0,19.08147,72.86251,2.0,18.0
380,3600.0,19.03283,72.89105,5.0,130.0
381,923.0,19.08870315551757,72.89613342285156,2.0,37.5
382,1020.0,19.273876,72.880675,2.0,7.95
383,875.0,19.01666641235352,72.81666564941406,2.0,41.5
384,1250.0,19.16970443725586,72.8530044555664,2.0,22.6
385,1050.0,19.205001831054688,72.86927032470703,2.0,21.0
386,1300.0,19.11918830871582,72.8646240234375,2.0,22.0
387,1000.0,19.11918830871582,72.8646240234375,2.0,40.0
388,1600.0,19.06464195251465,72.89200592041016,3.0,23.9
389,700.0,19.0070668,72.8196482,2.0,24.0
390,850.0,19.119260787963867,72.86461639404297,2.0,21.0
391,1705.0,18.998096278561693,72.84285746137698,3.0,50.5
392,1000.0,19.0327996,72.89635679999999,2.0,30.0
393,1258.0,19.006180342037,72.8286779623475,2.0,37.5
394,1300.0,19.0592961079791,72.85000344467392,2.0,40.0
395,2790.0,19.1205839,72.9096882,4.0,100.0
396,1650.0,19.309392300000003,72.84912270000001,3.0,18.5
397,935.0,19.2364109,72.8695404,2.0,12.5
398,1500.0,19.0880895,72.8370599,3.0,32.0
399,1542.0,19.141714180625502,72.828495599599,2.0,42.5
400,980.0,19.2018545,72.815272,2.0,15.0
401,1175.0,19.2149599,72.81775490000001,2.0,17.0
402,6200.0,19.0600184904295,72.82940287175279,6.0,210.0
403,5000.0,19.06738,72.82571999999999,7.0,165.0
404,1300.0,19.1086461,72.83470729999999,3.0,42.6
405,1340.0,19.2050017,72.86927109999999,3.0,15.5
406,1215.0,19.119178771972656,72.86463928222656,2.0,23.0
407,800.0,19.225801467895508,73.146484375,2.0,5.0
408,1296.0,19.0908063,72.90766690000001,2.0,32.0
409,900.0,19.07711601257324,72.84907531738281,2.0,21.5
410,1550.0,19.136784,72.86385899999999,3.0,28.0
411,2250.0,19.119216918945312,72.86460876464844,3.0,75.0
412,900.0,19.207013957875898,72.87943298291121,2.0,13.0
413,2000.0,19.118934631347656,72.86405181884766,3.0,45.0
414,1140.0,19.03975486755371,72.86038208007812,2.0,30.0
415,991.0,19.213053,72.81889100000001,2.0,14.4
416,850.0,19.083911847835505,72.91009933408759,2.0,29.9
417,1295.0,19.209567,72.86997099999999,3.0,33.0
418,3200.0,19.110319,72.84085400000001,5.0,135.0
419,2095.0,19.215459,72.86449300000001,4.0,52.5
420,1100.0,19.100385665893555,72.8504638671875,2.0,36.0
421,945.0,19.22576141357422,73.14649200439453,2.0,7.0
422,900.0,19.12021420298,72.9299633704782,2.0,14.5
423,1200.0,19.3693345,72.806127,2.0,9.5
424,1180.0,19.015415,72.86014899999999,3.0,29.7
425,1000.0,19.0158306,72.82939209999999,2.0,37.5
426,925.0,19.11928367614746,72.86461639404297,2.0,18.5
427,950.0,19.060800552368164,72.87981414794922,2.0,13.0
428,1050.0,19.052196502685547,72.89112091064453,2.0,21.0
429,2280.0,19.21007722,72.83131677,3.0,44.5
430,1400.0,19.177581,72.94503,2.0,28.5
431,1200.0,19.21649932861328,72.8341293334961,3.0,13.5
432,855.0,19.3674262994951,72.820708,2.0,5.7
433,1886.0,19.0815087,72.8376755,3.0,72.0
434,2250.0,19.1322925,72.8604097,4.0,43.0
435,3780.0,19.120471,72.82818,6.0,145.0
436,700.0,19.100385,72.850466,2.0,23.5
437,1155.0,19.1077728874082,72.89723402507059,2.0,19.0
438,1350.0,19.1227979,72.82485940000001,2.0,24.5
439,1250.0,19.13855469,72.82562324,3.0,32.5
440,1850.0,19.2335321,72.839198,4.0,32.5
441,820.0,18.995921,72.82231800000001,2.0,27.2
442,1500.0,19.1913396666603,72.862262257539,3.0,25.0
443,1100.0,19.1523371746602,72.83092418126779,2.0,29.0
444,2815.0,19.152852,72.840615,4.0,46.0
445,1440.0,19.15008523,72.84706892,3.0,31.0
446,1400.0,19.07907,72.907976,3.0,32.0
447,1600.0,19.142096,72.826173,3.0,41.0
448,900.0,19.1154908,72.87269520000001,2.0,18.1
449,1740.0,19.05522918701172,72.83082580566406,4.0,87.5
450,1150.0,19.11721627,72.89304604,2.0,22.5
451,1200.0,19.07072639465332,72.83612823486328,3.0,35.0
452,844.0,19.21458019,72.87133267,2.0,23.5
453,1800.0,19.183819,72.86111600000001,3.0,30.0
454,1031.0,19.16885566711425,72.87786102294922,2.0,12.5
455,2200.0,19.105440139770508,72.84111785888672,4.0,79.5
456,1250.0,19.079998016357425,72.85449981689453,3.0,27.0
457,2900.0,19.010207,72.830895,4.0,125.0
458,850.0,19.180237,72.85541490000001,2.0,10.2
459,900.0,19.13894569,72.82940015,2.0,30.0
460,1034.0,19.2248756,72.86314300000001,3.0,30.0
461,1100.0,19.175361,72.839107,2.0,18.0
462,1500.0,19.07072639465332,72.83612823486328,4.0,60.0
463,850.0,19.198230743408203,72.85767364501953,2.0,16.8
464,3195.0,19.1547839,72.8540607,5.0,69.0
465,1950.0,19.0561705980988,72.8267588254753,4.0,195.0
466,1566.0,19.17100978,72.87098943,2.0,22.5
467,2060.0,19.11559447,72.90996700000001,3.0,70.0
468,1220.0,19.26522136,72.8743219,2.0,12.9
469,1500.0,19.114625,72.88469599999999,3.0,22.6
470,920.0,19.177220805592,72.8705878488227,2.0,14.5
471,3500.0,19.128219604492188,72.86425018310547,6.0,55.0
472,1450.0,19.129887,72.836147,3.0,29.5
473,800.0,19.200165,72.868551,2.0,14.5
474,1820.0,19.140335,72.86436198,3.0,44.9
475,850.0,19.100385665893555,72.8504638671875,2.0,22.5
476,1495.0,19.0592961079791,72.85000344467392,2.0,32.5
477,1650.0,19.1547839,72.8540607,4.0,34.0
478,1050.0,19.07072639465332,72.83612823486328,2.0,35.0
479,1070.0,19.1142547770137,72.90212,2.0,20.0
480,635.0,19.173613,72.872352,2.0,16.5
481,1000.0,19.032798767089844,72.89635467529297,2.0,19.0
482,2000.0,19.258105,72.8519218,4.0,40.0
483,1500.0,19.08770179748535,72.82606506347656,3.0,130.0
484,1700.0,19.18023681640625,72.85541534423828,3.0,25.0
485,1650.0,19.1746739,72.94310379999999,3.0,26.0
486,3500.0,19.004529021432425,72.8311680180356,6.0,170.0
487,732.0,19.255380630493164,72.85381317138672,2.0,12.0
488,1800.0,19.233531951904297,72.83919525146484,3.0,26.0
489,1260.0,19.191842,72.83458123,3.0,22.0
490,2200.0,19.1743133403834,72.838189899349,2.0,38.0
491,1245.0,19.3693345,72.806127,2.0,9.03
492,1205.0,19.202228,72.815271,2.0,15.5
493,1600.0,19.06738,72.82571999999999,2.0,85.0
494,1300.0,19.100385,72.850466,3.0,37.5
495,840.0,19.0732695,72.8627475,2.0,21.0
496,1400.0,19.13844,72.812187,3.0,25.0
497,890.0,19.154659271240234,72.9466552734375,2.0,12.5
498,750.0,19.10456085205078,72.84928894042969,2.0,21.5
499,1330.0,19.210841,72.8755987441594,3.0,26.4
500,1700.0,19.1393186282774,72.83739037336471,4.0,33.0
501,2400.0,18.9457243,72.82376049999999,4.0,80.0
502,661.0,19.1047312,72.91713109999999,2.0,17.5
